objectid,bevoegd_gezag_nummer,brinnummer,vestigingsnummer,vestigingsnaam,denominatie,soort_primair_onderwijs,cluster,straatnaam,huisnummer_toevoeging,pc6,plaatsnaam,gem_code,gemeentenaam,provincie,ggd,internetadres,xcoord,ycoord,geocod,opmerking_geocode,leerlingen,lftd_1tm6,lftd_7tm9,lftd_10tm12,lftd_13tm15,lftd_16tm20,lftd_21tm27
629,42510,19WD,19WD00,Gron Buitenschool Appelbergen,Openbaar,SO,3,Zuidlaarderweg,30,9756TM,GLIMMEN,17,HAREN,Groningen,GGD Groningen,www.groningerbuitenschool.nl,239105,572506,pc6hnrgeentoev,,60,9.5,22.75,19.5,8.25,0,0
630,42536,25GP,25GP00,Koninklijke Visio Onderwijs Haren,Algemeen bijzonder,SO,1,Rijksstraatweg,284,9752CL,HAREN GN,17,HAREN,Groningen,GGD Groningen,www.visio.org,236953,575998,pc6hnrgeentoev,,40,3,5.5,8.5,11.5,11.5,0
631,42536,25GP,25GP01,Visio Onderwijsinstelling Noord,Algemeen bijzonder,SO,1,Rummerinkhof,6-A,9751SL,HAREN GN,17,HAREN,Groningen,GGD Groningen,www.visio.org,236971,577412,pc6hnrtoev,,21,2.25,8.75,9.25,0.75,0,0
632,54679,02CH,02CH00,Guyotschool A,Algemeen bijzonder,SO,2,Rijksstraatweg,63,9752AC,HAREN GN,17,HAREN,Groningen,GGD Groningen,                                                                                ,235729,577651,pc6hnrgeentoev,,44,12,19,13,0,0,0
633,54679,02OM,02OM00,Tine Marcusschool,Algemeen bijzonder,SO,2,Jaltadaheerd,163,9737HK,GRONINGEN,14,GRONINGEN,Groningen,GGD Groningen,www.tinemarcus.nl,235394,585700,pc6hnrgeentoev,,187,63.25,78,45.75,0,0,0
634,54679,04LQ,04LQ00,Guyotschool B,Algemeen bijzonder,SO,2,Rijksstraatweg,63-B,9752AC,HAREN GN,17,HAREN,Groningen,GGD Groningen,www.guyot.nl,235604,577527,pc6hnrtoev,,22,2,9.5,6.75,2.75,1,0
635,27445,14YY,14YY00,Tytylschool de Maasgouw Maastricht,Rooms-Katholiek,SO,3,Bemelergrubbe,5,6226NK,MAASTRICHT,935,MAASTRICHT,Limburg,GGD Zuid-Limburg,www.maasgouw.nl,179128,317728,pc6hnrgeentoev,,91,3.75,18.5,17.75,21,30,0
636,41008,00UT,00UT00,Buitengewoon Lager Onderwijs School Lataste,Rooms-Katholiek,SO,4,Bergerweg,37,6085AT,HORN,1640,LEUDAL,Limburg,GGD Limburg-Noord,www.latasteschool.nl,192282,357985,pc6hnrgeentoev,,138,16,56.75,63.75,1.5,0,0
637,41008,17IP,17IP00,Speciaal Onderwijs De Spoorzoeker,Rooms-Katholiek,SO,4,Sloet van de Beelestraat,4,6045HD,ROERMOND,957,ROERMOND,Limburg,GGD Limburg-Noord,www.aloysiusstichting.nl,198954,354201,pc6hnrgeentoev,,50,2,20,26.5,1.5,0,0
638,44813,02QV,02QV00,Mytylschool Ulingshof,Rooms-Katholiek,SO,3,Ulingshofweg,26,5915PM,VENLO,983,VENLO,Limburg,GGD Limburg-Noord,www.ulingshof.venlo.kennisnet.nl,210738,372388,pc6hnrgeentoev,,97,15.75,34.5,32.25,10,4.5,0
639,44813,22OH,22OH00,"het Poortje, Onderwijsexpertise gedrag SO",Algemeen bijzonder,SO,4,Simon Stevinstraat,4,5916PZ,VENLO,983,VENLO,Limburg,GGD Limburg-Noord,www.poortje.nl,210328,378337,pc6hnrgeentoev,,156,5.75,58,90,2.25,0,0
640,72905,17WM,17WM01,De Horst,Rooms-Katholiek,SO,2,Garnizoenweg,12,5928NA,VENLO,983,VENLO,Limburg,GGD Limburg-Noord,                                                                                ,208932,376230,pc6hnrgeentoev,,102,24,36.25,40.25,1.5,0,0
641,30198,21IZ,21IZ00,De Vlinder Speciaal Onderwijs cluster 4,Rooms-Katholiek,SO,4,Monseigneur Suijsstraat,10,5375AG,REEK,1685,LANDERD,Noord-Brabant,GGD Hart voor Brabant,www.koraalgroep.nl,175205,417248,pc6,,147,44.75,49.5,49.25,2.5,1,0
642,41200,07WD,07WD00,Bijzondere Neutrale School voor Speciaal Onderwijs De Koperakker,Algemeen bijzonder,SO,4,Montenslaan,2-A,4891SN,RIJSBERGEN,879,ZUNDERT,Noord-Brabant,GGD West-Brabant,www.hetdriespan.nl,108870,394547,pc6hnr,,186,61.25,53.5,70.5,0.75,0,0
643,41200,07WD,07WD01,Bijzondere Neutrale School voor Speciaal Onderwijs De Kornalijn,Algemeen bijzonder,SO,4,Zilverschoonplein,37,4621CD,BERGEN OP ZOOM,748,BERGEN OP ZOOM,Noord-Brabant,GGD West-Brabant,www.hetdriespan.nl,79474,389737,pc6hnrgeentoev,,109,14,46.25,47.25,1.5,0,0
644,41407,16SN,16SN00,Openluchtschool voor Speciaal Onderwijs,Rooms-Katholiek,SO,3,Rijnauwenstraat,201,4834LD,BREDA,758,BREDA,Noord-Brabant,GGD West-Brabant,www.olsbreda.nl,114915,397680,pc6hnrgeentoev,,87,10.25,37.25,39.5,0,0,0
645,54679,04IV,04IV00,Instituut voor Doven School Mariella,Rooms-Katholiek,SO,2,Theerestraat,42,5271GD,SINT-MICHIELSGESTEL,845,SINT-MICHIELSGESTEL,Noord-Brabant,GGD Hart voor Brabant,www.kentalis.nl,152020,405884,pc6hnrgeentoev,,80,9.25,18.5,24,17.5,10.75,0
646,54679,14NT,14NT01,Speciaal Onderwijs Slechthorende Kinderen Martinus van Beek school,Rooms-Katholiek,SO,2,Troelstrastraat,13,5344GK,OSS,828,OSS,Noord-Brabant,GGD Hart voor Brabant,                                                                                ,162947,418467,pc6hnrgeentoev,,113,20.5,46.75,45,0.75,0,0
647,54679,14QX,14QX00,Instituut voor Doven Dr. van Udenschool,Rooms-Katholiek,SO,2,Helvoirtseweg,189,5263EE,VUGHT,865,VUGHT,Noord-Brabant,GGD Hart voor Brabant,                                                                                ,147658,407023,pc6hnrgeentoev,,134,48.25,43.5,41.5,0.75,0,0
648,54679,24FD,24FD00,Stichting Instituut voor Doven School Eikenheuvel,Rooms-Katholiek,SO,2,Helvoirtseweg,189,5263EE,VUGHT,865,VUGHT,Noord-Brabant,GGD Hart voor Brabant,                                                                                ,147658,407023,pc6hnrgeentoev,,74,39,23.5,10.75,0.75,0,0
649,72398,02RJ,02RJ00,De Spreekhoorn,Rooms-Katholiek,SO,2,Dirk Hartogstraat,10,4812GE,BREDA,758,BREDA,Noord-Brabant,GGD West-Brabant,www.spreekhoorn.nl,111156,398334,pc6hnrgeentoev,,293,80.25,116.5,95.5,0.75,0,0
650,72398,02RJ,02RJ01,De Spreekhoorn,Rooms-Katholiek,SO,2,Visitandinenstraat,3,5042CS,TILBURG,855,TILBURG,Noord-Brabant,GGD Hart voor Brabant,                                                                                ,131759,398587,pc6,,155,31.5,60.5,61.5,1.5,0,0
651,72905,17WM,17WM00,De Horst,Rooms-Katholiek,SO,2,Toledolaan,3,5629CC,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.ssoe.nl,159821,389052,pc6hnrgeentoev,,254,33.25,102.5,115.25,3,0,0
652,73114,00WP,00WP00,SO de Klimmer,Rooms-Katholiek,SO,4,Generaal Smutslaan,9,5021XA,TILBURG,855,TILBURG,Noord-Brabant,GGD Hart voor Brabant,www.parcourstilburg.nl,133806,395157,pc6hnrgeentoev,,78,0.5,20.75,54.5,2.25,0,0
653,75778,02SZ,02SZ00,RK Mytylsch v BLO aan Lich Gebr Kinderen,Rooms-Katholiek,SO,3,Gezellelaan,13,4707CC,ROOSENDAAL,1674,ROOSENDAAL,Noord-Brabant,GGD West-Brabant,www.mytylschoolroosendaal.nl,90942,392943,pc6hnrgeentoev,,110,22.75,23,21.5,25.25,17.5,0
654,82253,01PA,01PA00,Emiliusschool,Algemeen bijzonder,SO,3,Nieuwstraat,72,5691AE,SON EN BREUGEL,848,SON EN BREUGEL,Noord-Brabant,GGD Brabant-Zuidoost,www.emiliusschool.nl,162252,390920,pc6hnrgeentoev,,155,16.5,30,24.5,28.75,55.25,0
655,24922,01KX,01KX00,Bets Frijlingschool,Algemeen bijzonder,SO,4,Sportlaan,153,1442EC,PURMEREND,439,PURMEREND,Noord-Holland,GGD Zaanstreek/Waterland,www.betsfrijlingschool.nl,126716,503105,pc6hnrgeentoev,,80,12,28,38.5,1.5,0,0
656,40837,01LB,01LB00,De Ruimte,Algemeen bijzonder,SO,3,Oudtburghweg,3,1862PX,BERGEN NH,373,BERGEN NH,Noord-Holland,GGD Hollands-Noorden,www.deruimte.nl,109234,521627,pc6hnrgeentoev,,136,28.5,39.5,52.5,11.75,3.75,0
657,41008,00RL,00RL00,Antoniusschool voor (Voortgezet) Speciaal Onderwijs,"Samenwerking PC, RK",SO,4,Heereweg,100,1901ME,CASTRICUM,383,CASTRICUM,Noord-Holland,GGD Hollands-Noorden,www.aloysiusstichting.nl,105199,509653,pc6hnrgeentoev,,172,14.5,62,94.75,0.75,0,0
658,41008,00RL,00RL01,St. Antonius,"Samenwerking PC, RK",SO,4,Trambaan,4-A,1733AX,NIEUWE NIEDORP,1911,HOLLANDS KROON,Noord-Holland,GGD Hollands-Noorden,                                                                                ,122395,529127,pc6hnr,,11,11,0,0,0,0,0
659,41008,00RL,00RL02,St. Antonius,"Samenwerking PC, RK",SO,4,Annie Romein-Verschoorln,15,1784NZ,DEN HELDER,400,DEN HELDER,Noord-Holland,GGD Hollands-Noorden,                                                                                ,112173,550392,pc6hnrgeentoev,,58,15.75,20.75,21.5,0,0,0
660,41008,00RL,00RL03,St. Antonius,"Samenwerking PC, RK",SO,4,Sperwerstraat,2,1826KL,ALKMAAR,361,ALKMAAR,Noord-Holland,GGD Hollands-Noorden,                                                                                ,113347,519815,pc6hnrgeentoev,,16,16,0,0,0,0,0
661,41008,00RL,00RL05,St. Antonius,"Samenwerking PC, RK",SO,4,Jan Willemszstraat,18,1624CH,HOORN NH,405,HOORN,Noord-Holland,GGD Hollands-Noorden,                                                                                ,132917,517787,pc6hnrgeentoev,,15,15,0,0,0,0,0
662,41008,00RL,00RL06,St. Antonius,"Samenwerking PC, RK",SO,4,Boekenroodeweg,41,2111HK,AERDENHOUT,377,BLOEMENDAAL,Noord-Holland,GGD Kennemerland,                                                                                ,100954,485385,pc6hnrgeentoev,,37,36.25,0.75,0,0,0,0
663,41008,00RL,00RL07,St. Antonius,"Samenwerking PC, RK",SO,4,Duitslandlaan,1,1966XA,HEEMSKERK,396,HEEMSKERK,Noord-Holland,GGD Kennemerland,                                                                                ,106889,501257,pc6hnrgeentoev,,30,29.25,0.75,0,0,0,0
664,41438,10BW,10BW00,Burgemeester de Wildeschool,Openbaar,SO,2,Meerkoet,25,1742KM,SCHAGEN,441,SCHAGEN,Noord-Holland,GGD Hollands-Noorden,www.burgemeesterdewilde-school.nl,114217,532902,pc6hnrgeentoev,,135,25.25,57.5,52.25,0,0,0
665,41438,10BW,10BW02,Burgemeester de Wildeschool,Openbaar,SO,2,Meerkoet,25,1742KM,SCHAGEN,441,SCHAGEN,Noord-Holland,GGD Hollands-Noorden,                                                                                ,114217,532902,pc6hnrgeentoev,,20,14.25,5.75,0,0,0,0
666,41438,10BW,10BW03,Burgemeester de Wildeschool,Openbaar,SO,2,Meerkoet,25,1742KM,SCHAGEN,441,SCHAGEN,Noord-Holland,GGD Hollands-Noorden,                                                                                ,114217,532902,pc6hnrgeentoev,,24,17,7,0,0,0,0
667,41448,05XA,05XA00,Professor Waterinkschool Verbonden aan het Paedologisch Instituut,Protestants-Christelijk,SO,4,Kopjachtplein,19,1034JG,AMSTERDAM,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,www.professor-waterinkschool.nl,122961,490988,pc6hnrgeentoev,,88,29.25,30.25,28.5,0,0,0
668,41448,05XA,05XA01,Professor Waterinkschool Verbonden aan het Paedologisch Instituut,Protestants-Christelijk,SO,4,Albardagracht,1,1063NN,AMSTERDAM,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,www.professor-waterinkschool.nl,115904,488239,pc6hnrgeentoev,,25,25,0,0,0,0,0
669,41448,05XA,05XA03,Professor Waterinkschool Verbonden aan het Paedologisch Instituut,Protestants-Christelijk,SO,4,Amsteldijk,196,1079LK,AMSTERDAM,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,www.professor-waterinkschool.nl,122680,483874,pc6hnrgeentoev,,30,30,0,0,0,0,0
670,41448,05XA,05XA05,Professor Waterinkschool Verbonden aan het Paedologisch Instituut,Protestants-Christelijk,SO,4,Leksmondplein,28,1108EL,AMSTERDAM ZUIDOOST,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,www.professor-waterinkschool.nl,127223,480149,pc6hnrgeentoev,,12,12,0,0,0,0,0
671,41448,23FA,23FA00,De Pionier,Protestants-Christelijk,SO,4,Rijksstraatweg,145,1115AP,DUIVENDRECHT,437,OUDER-AMSTEL,Noord-Holland,GGD Amsterdam,www.depionier.info,124520,482411,pc6hnrgeentoev,,93,5,46,40.5,1.5,0,0
672,41448,23FA,23FA01,De Buitenrif,Protestants-Christelijk,SO,4,Rottumeroog,294,2134ZR,HOOFDDORP,394,HAARLEMMERMEER,Noord-Holland,GGD Kennemerland,                                                                                ,104968,481839,pc6hnrgeentoev,,16,3,7.75,5.25,0,0,0
673,41448,23FA,23FA02,De Pionier,Protestants-Christelijk,SO,4,Kaj Munkweg,30,2131RW,HOOFDDORP,394,HAARLEMMERMEER,Noord-Holland,GGD Kennemerland,                                                                                ,106818,480390,pc6hnrgeentoev,,20,20,0,0,0,0,0
674,41479,20WO,20WO00,Professor H Burgerschool,Openbaar,SO,2,Jan Sluijtersstraat,5,1062CJ,AMSTERDAM,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,www.orion.nl,117621,485914,pc6,,66,31.25,23.25,11.5,0,0,0
675,41479,20WR,20WR00,Alexander Roozendaalschool,Openbaar,SO,2,Jan Tooropstraat,13,1062BK,AMSTERDAM,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,www.roozendaalschool.nl,117459,486078,pc6hnrgeentoev,,267,87,106.25,73,0.75,0,0
676,41479,20WR,20WR02,Alex Roozendaalschool,Openbaar,SO,2,Jachtwagenstraat,64,1445NM,PURMEREND,439,PURMEREND,Noord-Holland,GGD Zaanstreek/Waterland,                                                                                ,127172,501432,pc6hnrgeentoev,,46,14,19,13,0,0,0
677,41479,20WU,20WU00,Mytylschool,Openbaar,SO,3,Drostenburg,1,1102AM,AMSTERDAM ZUIDOOST,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,www.mytylschool.nl,125009,481610,pc6hnrgeentoev,,44,11.5,17.25,13.5,1.75,0,0
678,41479,20WV,20WV00,Tyltylschool,Openbaar,SO,3,Drostenburg,1 -4,1102AM,AMSTERDAM ZUIDOOST,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,www.orion.nl,125032,481624,pc6hnr,,101,12.75,21,22.5,19,25.75,0
679,41479,20WW,20WW00,Coronelschool,Openbaar,SO,3,Jan Sluijtersstraat,3,1062CJ,AMSTERDAM,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,www.coronelschool.nl,117692,485894,pc6hnrgeentoev,,98,23.25,36.75,37.25,0.75,0,0
680,41479,20WX,20WX00,WB Noteboomschool,Openbaar,SO,3,Drostenburg,1-B,1102AM,AMSTERDAM ZUIDOOST,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,www.noteboomschool.nl,125079,481654,pc6hnrtoev,,46,8.5,23,13.75,0.75,0,0
681,41479,20XV,20XV00,Van Koetsveldschool,Openbaar,SO,3,Archimedesplantsoen,98,1098KB,AMSTERDAM,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,www.zmlkoetsveld.nl,124974,485122,pc6hnrgeentoev,,104,23.75,41,39.25,0,0,0
682,41479,20YC,20YC00,Gerhardschool,Openbaar,SO,4,Valentijnkade,61 -62,1095JL,AMSTERDAM,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,www.orion.nl,124784,485730,pc6hnr,,98,12.75,46.75,37.75,0.75,0,0
683,41479,20YD,20YD00,Mr de Jonghschool,Openbaar,SO,4,Terpstraat,36,1069TV,AMSTERDAM,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,www.orion.nl,113630,485540,pc6hnrgeentoev,,89,10,44.25,34.75,0,0,0
684,41479,20YN,20YN00,Van Detschool,Openbaar,SO,4,IJsbaanpad,7,1076CV,AMSTERDAM,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,www.orion.nl,118725,483821,pc6hnrgeentoev,,151,25.25,53,69,3.75,0,0
685,41853,18BV,18BV00,Albert Schweitzerschool,Openbaar,SO,3,Planetenlaan,168,2024EW,HAARLEM,392,HAARLEM,Noord-Holland,GGD Kennemerland,www.albertschweitzerschoolhaarlem.nl,104659,491399,pc6hnrgeentoev,,67,12.75,26.75,27.5,0,0,0
686,41853,18KL,18KL00,Prof van Gilseschool,Openbaar,SO,2,Daslookweg,2,2015KN,HAARLEM,392,HAARLEM,Noord-Holland,GGD Kennemerland,www.vangilseschool.nl,101615,487506,pc6hnrgeentoev,,135,39.25,54.75,41,0,0,0
687,41853,18KL,18KL01,Prof van Gilseschool,Openbaar,SO,2,Daslookweg,2,2015KN,HAARLEM,392,HAARLEM,Noord-Holland,GGD Kennemerland,                                                                                ,101615,487506,pc6hnrgeentoev,,36,13.75,21.5,0.75,0,0,0
688,41853,18KL,18KL02,Prof van Gilseschool,Openbaar,SO,2,De Dalen,1,1945NC,BEVERWIJK,375,BEVERWIJK,Noord-Holland,GGD Kennemerland,                                                                                ,105622,501377,pc6hnrgeentoev,,38,25.5,12.5,0,0,0,0
689,41853,18LW,18LW00,Mytylsch De Regenboog,Openbaar,SO,3,Frederik Hendriklaan,73,2012SG,HAARLEM,392,HAARLEM,Noord-Holland,GGD Kennemerland,www.mytylschoolderegenboog.nl,103718,486384,pc6hnrgeentoev,,117,27.5,30.25,27.5,14.5,17.25,0
690,54679,02QY,02QY00,Scholengemeenschap Signis,Rooms-Katholiek,SO,2,Jan Tooropstraat,11,1062BK,AMSTERDAM,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,www.kentalis.nl,117472,485979,pc6hnrgeentoev,,113,29.75,40.75,39.75,2.75,0,0
691,54679,02QY,02QY01,Mgr Hermusschool,Rooms-Katholiek,SO,2,Burg de Boerstraat,19,1566KA,ASSENDELFT,479,ZAANSTAD,Noord-Holland,GGD Zaanstreek/Waterland,                                                                                ,112537,500831,pc6hnrgeentoev,,64,24.75,21.5,17.75,0,0,0
692,54679,20WD,20WD00,Joh C Ammanschool,Algemeen bijzonder,SO,2,Jan Sluijtersstraat,9,1062CJ,AMSTERDAM,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,www.effathaguyot.nl,117572,485914,pc6hnrgeentoev,,102,37.25,31,29.25,3.5,1,0
693,77690,17VX,17VX00,Katholieke School voor ZMOK De Kleine Prins,Rooms-Katholiek,SO,4,Terpstraat,36,1069TV,AMSTERDAM,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,www.kolom.net,113630,485540,pc6hnrgeentoev,,7,0,1.75,5.25,0,0,0
694,25859,00ZN,00ZN00,Schuttes Bosschool voor Langdurig Zieke Kinderen,Algemeen bijzonder,SO,3,Floraparkstraat,390,7531HX,ENSCHEDE,153,ENSCHEDE,Overijssel,GGD Regio Twente,www.schuttesbos.nl,260383,472645,pc6hnrgeentoev,,104,18,45.75,40.25,0,0,0
695,25859,02MO,02MO00,Prof. Huizingschool,Algemeen bijzonder,SO,2,Maatmanweg,15,7522AN,ENSCHEDE,153,ENSCHEDE,Overijssel,GGD Regio Twente,www.hetmaatman.nl,256829,472645,pc6hnrgeentoev,,220,54.25,90.5,75.25,0,0,0
696,54679,01JG,01JG00,School voor Kinderen met Hoor en Spraakstoornissen,Algemeen bijzonder,SO,2,Jan Buschstraat,6,8022DZ,ZWOLLE,193,ZWOLLE,Overijssel,GGD IJsselland,www.enkschool.nl,203649,503962,pc6hnrgeentoev,,253,115.75,78,58.5,0.75,0,0
697,54679,01JG,01JG01,School voor Kinderen met Hoor en Spraakstoornissen,Algemeen bijzonder,SO,2,Korteweg,2,8261DC,KAMPEN,166,KAMPEN,Overijssel,GGD IJsselland,                                                                                ,190342,507859,pc6,,119,37.5,49.5,32,0,0,0
698,41178,04AK,04AK00,Dokter CP van Leersumschool,Protestants-Christelijk,SO,4,Verlengde Slotlaan,113,3707CE,ZEIST,355,ZEIST,Utrecht,GGD Midden-Nederland,www.vanleersumschool.nl,146522,456894,pc6hnrgeentoev,,167,22.75,73.5,70.75,0,0,0
699,41178,04AK,04AK01,Dokter CP van Leersumschool,Protestants-Christelijk,SO,4,Amersfoortsestraat,119,3769AJ,SOESTERBERG,342,SOEST,Utrecht,GGD Midden-Nederland,                                                                                ,151114,460756,pc6hnrgeentoev,,24,24,0,0,0,0,0
700,41178,04AK,04AK02,C. P. van Leersumschool,Protestants-Christelijk,SO,4,Buurtlaan oost,62,3902DB,VEENENDAAL,345,VEENENDAAL,Utrecht,GGD Midden-Nederland,www.vanleersumschool.nl,167993,449504,pc6hnrgeentoev,,76,24.5,23.5,28,0,0,0
701,41314,01JO,01JO00,Professor Groenschool,Algemeen bijzonder,SO,2,Hooglandseweg-Noord,140,3813VE,AMERSFOORT,307,AMERSFOORT,Utrecht,GGD Midden-Nederland,www.profgroenschool.nl,154570,464069,pc6hnrgeentoev,,241,63.75,108,67,2.25,0,0
702,41314,17ZT,17ZT00,Bertha Mullerschool,Openbaar,SO,2,Santa Cruzdreef,30,3563VJ,UTRECHT,344,UTRECHT,Utrecht,GG en GD Utrecht,                                                                                ,135240,458761,pc6hnrgeentoev,,156,54,54,48,0,0,0
703,41314,21KW,21KW00,De Taalkring,Openbaar,SO,2,Agavedreef,92,3563EN,UTRECHT,344,UTRECHT,Utrecht,GG en GD Utrecht,                                                                                ,135160,459086,pc6hnrgeentoev,,192,72.5,59.25,59.5,0.75,0,0
704,41388,03ND,03ND00,Utrechtse Buitenschool De Schans,Algemeen bijzonder,SO,3,Orinocodreef,15,3563ST,UTRECHT,344,UTRECHT,Utrecht,GG en GD Utrecht,www.deschansschool.nl,134722,459167,pc6hnrgeentoev,,74,19.5,21.5,32.25,0.75,0,0
705,41312,26NN,26NN00,Zeer Moeilijk Lerende Kinderen Beatrixschool,Openbaar,SO,3,Mulockstraat,42,4301KW,ZIERIKZEE,1676,SCHOUWEN-DUIVELAND,Zeeland,GGD Zeeland,www.debeatrixschool.nl,53937,407919,pc6hnrgeentoev,,11,0.25,3.25,5.25,2.25,0,0
706,20281,01OY,01OY00,Kraaienest,Algemeen bijzonder,SO,3,Brasserskade,4,2631NC,NOOTDORP,1926,PIJNACKER-NOOTDORP,Zuid-Holland,GGD Zuid-Holland-West,www.lucasonderwijs.nl/kraaienest,86352,450611,pc6hnrgeentoev,,53,5,15.5,29.5,3,0,0
707,20281,16VG,16VG00,De Opperd,Rooms-Katholiek,SO,4,Van Vredenburchweg,168-A,2285SE,RIJSWIJK ZH,603,RIJSWIJK,Zuid-Holland,GGD Zuid-Holland-West,www.opperd.nl,80622,451416,pc6hnr,,69,4.5,24.75,39.75,0,0,0
708,41008,02EJ,02EJ00,Leidse Buitenschool,Algemeen bijzonder,SO,4,Duinoordweg,2,2224CD,KATWIJK ZH,537,KATWIJK,Zuid-Holland,GGD Hollands-Midden,www.leidse-buitenschool.nl,88205,468480,pc6hnrgeentoev,,132,33,40.5,58.5,0,0,0
709,41314,16TW,16TW00,Auris Hildernisseschool,Algemeen bijzonder,SO,2,Pinasplein,4,3028XW,ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,                                                                                ,88309,437094,handmatig,google maps,173,52,56.75,64.25,0,0,0
710,41314,16TW,16TW01,L. W. Hildernisseschool,Algemeen bijzonder,SO,2,Willem en Marialaan,1,2805AR,GOUDA,513,GOUDA,Zuid-Holland,GGD Hollands-Midden,www.aurus-taalplein.nl,108906,448027,pc6hnrgeentoev,,80,26.25,31.5,20.75,1.5,0,0
711,41314,17JA,17JA00,Dr F Hogewind School,Algemeen bijzonder,SO,2,Kraaijeveldstraat,2,3078PE,ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,www.auris- taalfontein.nl,97118,434214,pc6hnrgeentoev,,23,0,0.75,22.25,0,0,0
712,41314,17WV,17WV00,Dr. M. Polanoschool,Algemeen bijzonder,SO,2,Guido Gezelleweg,12,3076EB,ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,www.auris.nl,95173,432269,pc6hnrgeentoev,,121,52.75,42.5,25.75,0,0,0
713,41314,17WV,17WV01,Dr. M. Polanoschool,Algemeen bijzonder,SO,2,Meidoornlaan,2-a,3319HR,DORDRECHT,505,DORDRECHT,Zuid-Holland,GGD Zuid-Holland-Zuid,                                                                                ,108200,423126,pc6hnrtoev,,109,37.75,43,28.25,0,0,0
714,41314,21JR,21JR00,S Jonkerenschool,Algemeen bijzonder,SO,2,Kraaijeveldstraat,2,3078PE,ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,                                                                                ,97118,434214,pc6hnrgeentoev,,128,30.75,57.5,39.75,0,0,0
715,41417,00KK,00KK00,Mytylschool De Vlij,Algemeen bijzonder,SO,3,Dr. L.L. Zamenhoflaan,5,3312AX,DORDRECHT,505,DORDRECHT,Zuid-Holland,GGD Zuid-Holland-Zuid,www.reczhz.nl,106771,425111,pc6hnrgeentoev,,77,22.75,25.25,21.5,6.5,1,0
716,41417,01PE,01PE00,De Dordtse Buitenschool,Algemeen bijzonder,SO,3,Baden-Powelllaan,1,3312AA,DORDRECHT,505,DORDRECHT,Zuid-Holland,GGD Zuid-Holland-Zuid,www.reczhz.nl,106846,425049,pc6hnrgeentoev,,38,12,12.75,13.25,0,0,0
717,41572,20IX,20IX00,Insp W P Blokpoelschool,Openbaar,SO,4,Haardstede,1,2543VS,'S-GRAVENHAGE,518,S GRAVENHAGE,Zuid-Holland,GGD Den Haag,www.blokpoelschool.nl,77600,450724,pc6hnrgeentoev,,52,1.25,14,36,0.75,0,0
718,41572,20JE,20JE00,Eerste Nederlandse Buitenschool,Openbaar,SO,4,Doorniksestraat,28,2587XM,'S-GRAVENHAGE,518,S GRAVENHAGE,Zuid-Holland,GGD Den Haag,www.eerstenederlandsebuitenschool.nl,80496,458418,pc6hnrgeentoev,,93,9.25,29.75,51,3,0,0
719,41572,20KP,20KP00,"De Strandwacht, school verbonden aan het Pedologisch Instituut",Openbaar,SO,4,Paddepad,8,2554HZ,'S-GRAVENHAGE,518,S GRAVENHAGE,Zuid-Holland,GGD Den Haag,www.destrandwacht.nl,76246,454465,pc6,,213,66.25,72.25,73.75,0.75,0,0
720,41572,20KP,20KP01,School verbonden aan het Pedologisch Instituut,Openbaar,SO,4,Albertus de Oudelaan,1,2273CW,VOORBURG,1916,LEIDSCHENDAM-VOORBURG,Zuid-Holland,GGD Zuid-Holland-West,                                                                                ,84790,455081,pc6hnrgeentoev,,19,18.25,0.75,0,0,0,0
721,41572,20KP,20KP02,School Verbonden aan het Pedologisch Instituut,Openbaar,SO,4,Buitenhofdreef,8,2625XR,DELFT,503,DELFT,Zuid-Holland,GGD Zuid-Holland-West,                                                                                ,83343,446047,pc6hnrgeentoev,,17,17,0,0,0,0,0
722,41775,18BD,18BD00,School voor Meervoudige Gebrekkige Kinderen,Openbaar,SO,3,Kromme Zandweg,65,3084NE,ROTTERDAM,599,ROTTERDAM,Zuid-Holland,GGD Rotterdam-Rijnmond,                                                                                ,92136,433160,pc6hnrgeentoev,,106,13.75,23.75,16.5,16.25,35.75,0
